"child_id","timepoint","time_months","age_baseline","age_at_visit","iq","ses","intervention","post_intervention","working_memory_score","time_centered","time_scaled"
"48","6",18,8.97345620300621,10.4734562030062,81.0445660032635,0.406308512069273,"0",0,114.579932101762,9,6
"49","1",0,9.32909694779664,9.32909694779664,80.3292467844269,0.442728846284942,"0",0,108.290413884177,-9,0
"49","2",3,9.32909694779664,9.57909694779664,80.3292467844269,0.442728846284942,"0",0,118.296296506291,-6,1
"49","3",6,9.32909694779664,9.82909694779664,80.3292467844269,0.442728846284942,"0",0,106.198939709135,-3,2
"49","4",9,9.32909694779664,10.0790969477966,80.3292467844269,0.442728846284942,"0",0,125.506991952135,0,3
"49","5",12,9.32909694779664,10.3290969477966,80.3292467844269,0.442728846284942,"0",0,122.197873271576,3,4
"49","6",18,9.32909694779664,10.8290969477966,80.3292467844269,0.442728846284942,"0",0,112.513095556073,9,6
"50","1",0,11.3959747487679,11.3959747487679,72.0127922707008,0.245179063439689,"1",0,105.046814923795,-9,0
"51","1",0,9.02543096151203,9.02543096151203,110.439105601579,0.0594728430654101,"0",0,106.879450387775,-9,0
"51","2",3,9.02543096151203,9.27543096151203,110.439105601579,0.0594728430654101,"0",0,112.757568525709,-6,1
"51","3",6,9.02543096151203,9.52543096151203,110.439105601579,0.0594728430654101,"0",0,101.876051327841,-3,2
"51","4",9,9.02543096151203,9.77543096151203,110.439105601579,0.0594728430654101,"0",0,112.405629448663,0,3
"52","1",0,10.6976617900655,10.6976617900655,74.0087702205674,-0.525538327658075,"1",0,95.2985453198483,-9,0
"52","2",3,10.6976617900655,10.9476617900655,74.0087702205674,-0.525538327658075,"1",1,109.38348956684,-6,1
"52","3",6,10.6976617900655,11.1976617900655,74.0087702205674,-0.525538327658075,"1",1,105.000151507013,-3,2
"52","4",9,10.6976617900655,11.4476617900655,74.0087702205674,-0.525538327658075,"1",1,109.482182951336,0,3
"52","5",12,10.6976617900655,11.6976617900655,74.0087702205674,-0.525538327658075,"1",1,104.996627726244,3,4
"52","6",18,10.6976617900655,12.1976617900655,74.0087702205674,-0.525538327658075,"1",1,111.099807086474,9,6
"53","1",0,9.45814827736467,9.45814827736467,91.3978472352835,-1.92812516784833,"1",0,89.1888012198697,-9,0
"53","2",3,9.45814827736467,9.70814827736467,91.3978472352835,-1.92812516784833,"1",1,109.235590331849,-6,1
"53","3",6,9.45814827736467,9.95814827736467,91.3978472352835,-1.92812516784833,"1",1,104.754244841914,-3,2
"53","4",9,9.45814827736467,10.2081482773647,91.3978472352835,-1.92812516784833,"1",1,114.4041906907,0,3
"53","5",12,9.45814827736467,10.4581482773647,91.3978472352835,-1.92812516784833,"1",1,99.1329768432513,3,4
"53","6",18,9.45814827736467,10.9581482773647,91.3978472352835,-1.92812516784833,"1",1,114.010591178161,9,6
"54","1",0,11.6150994831696,11.6150994831696,99.1460304432266,0.582482235602246,"0",0,104.226858541277,-9,0
"54","2",3,11.6150994831696,11.8650994831696,99.1460304432266,0.582482235602246,"0",0,99.5971527812619,-6,1
"54","3",6,11.6150994831696,12.1150994831696,99.1460304432266,0.582482235602246,"0",0,100.036864832621,-3,2
"54","4",9,11.6150994831696,12.3650994831696,99.1460304432266,0.582482235602246,"0",0,108.955959010129,0,3
"54","5",12,11.6150994831696,12.6150994831696,99.1460304432266,0.582482235602246,"0",0,104.965788812098,3,4
"54","6",18,11.6150994831696,13.1150994831696,99.1460304432266,0.582482235602246,"0",0,115.726674652571,9,6
"55","1",0,10.6353797465563,10.6353797465563,77.3248971126645,0.022402259913625,"1",0,99.6332487590235,-9,0
"55","2",3,10.6353797465563,10.8853797465563,77.3248971126645,0.022402259913625,"1",1,109.059407203913,-6,1
"55","3",6,10.6353797465563,11.1353797465563,77.3248971126645,0.022402259913625,"1",1,109.414036372678,-3,2
"55","4",9,10.6353797465563,11.3853797465563,77.3248971126645,0.022402259913625,"1",1,111.895154690149,0,3
"55","5",12,10.6353797465563,11.6353797465563,77.3248971126645,0.022402259913625,"1",1,106.526712872727,3,4
"55","6",18,10.6353797465563,12.1353797465563,77.3248971126645,0.022402259913625,"1",1,109.031397863895,9,6
"56","1",0,8.36821768805385,8.36821768805385,98.8863745755583,-0.161807575647073,"0",0,102.678446283299,-9,0
"56","2",3,8.36821768805385,8.61821768805385,98.8863745755583,-0.161807575647073,"0",0,102.058187982483,-6,1
"56","3",6,8.36821768805385,8.86821768805385,98.8863745755583,-0.161807575647073,"0",0,104.822742299783,-3,2
"56","4",9,8.36821768805385,9.11821768805385,98.8863745755583,-0.161807575647073,"0",0,117.667640055599,0,3
"56","5",12,8.36821768805385,9.36821768805385,98.8863745755583,-0.161807575647073,"0",0,118.089363554239,3,4
"56","6",18,8.36821768805385,9.86821768805385,98.8863745755583,-0.161807575647073,"0",0,115.724578814181,9,6
"57","1",0,9.88762339856476,9.88762339856476,92.3822815125468,-0.800935486737338,"0",0,94.3773983977381,-9,0
"58","1",0,10.6109788175672,10.6109788175672,93.1106344420161,-0.799934826894962,"1",0,77.0831309596956,-9,0
"58","2",3,10.6109788175672,10.8609788175672,93.1106344420161,-0.799934826894962,"1",1,93.0391091236529,-6,1
"58","3",6,10.6109788175672,11.1109788175672,93.1106344420161,-0.799934826894962,"1",1,94.740913402407,-3,2
"58","4",9,10.6109788175672,11.3609788175672,93.1106344420161,-0.799934826894962,"1",1,97.3131873145325,0,3
"58","5",12,10.6109788175672,11.6109788175672,93.1106344420161,-0.799934826894962,"1",1,99.1518750107962,3,4
"58","6",18,10.6109788175672,12.1109788175672,93.1106344420161,-0.799934826894962,"1",1,92.4516140367243,9,6
"59","1",0,11.4828907810152,11.4828907810152,92.691132469154,1.3729077814795,"0",0,101.549454978008,-9,0
"59","2",3,11.4828907810152,11.7328907810152,92.691132469154,1.3729077814795,"0",0,120.318791012131,-6,1
"59","3",6,11.4828907810152,11.9828907810152,92.691132469154,1.3729077814795,"0",0,117.550795366418,-3,2
"59","4",9,11.4828907810152,12.2328907810152,92.691132469154,1.3729077814795,"0",0,119.091443390088,0,3
"59","5",12,11.4828907810152,12.4828907810152,92.691132469154,1.3729077814795,"0",0,119.797469940956,3,4
"59","6",18,11.4828907810152,12.9828907810152,92.691132469154,1.3729077814795,"0",0,111.047857134713,9,6
"60","1",0,8.97172853909433,8.97172853909433,69.858522069244,-0.717710940876472,"1",0,86.9004977445141,-9,0
"60","2",3,8.97172853909433,9.22172853909433,69.858522069244,-0.717710940876472,"1",1,97.1803344999243,-6,1
"60","3",6,8.97172853909433,9.47172853909433,69.858522069244,-0.717710940876472,"1",1,102.185831884879,-3,2
"60","4",9,8.97172853909433,9.72172853909433,69.858522069244,-0.717710940876472,"1",1,104.923146491097,0,3
"60","5",12,8.97172853909433,9.97172853909433,69.858522069244,-0.717710940876472,"1",1,107.854262685172,3,4
"60","6",18,8.97172853909433,10.4717285390943,69.858522069244,-0.717710940876472,"1",1,133.109346449442,9,6
"61","1",0,10.0691367629915,10.0691367629915,82.4784851508002,-1.78103626015252,"0",0,91.1502424300291,-9,0
"61","2",3,10.0691367629915,10.3191367629915,82.4784851508002,-1.78103626015252,"0",0,95.3979281793463,-6,1
"61","3",6,10.0691367629915,10.5691367629915,82.4784851508002,-1.78103626015252,"0",0,85.9276845622944,-3,2
"61","4",9,10.0691367629915,10.8191367629915,82.4784851508002,-1.78103626015252,"0",0,75.4095398440466,0,3
"61","5",12,10.0691367629915,11.0691367629915,82.4784851508002,-1.78103626015252,"0",0,93.8535145717968,3,4
"61","6",18,10.0691367629915,11.5691367629915,82.4784851508002,-1.78103626015252,"0",0,73.1650954184186,9,6
"62","1",0,10.4571699667722,10.4571699667722,61.1030875384192,-1.197000734894,"0",0,95.9859715961739,-9,0
"62","2",3,10.4571699667722,10.7071699667722,61.1030875384192,-1.197000734894,"0",0,98.1999357258616,-6,1
"62","3",6,10.4571699667722,10.9571699667722,61.1030875384192,-1.197000734894,"0",0,97.1782231640874,-3,2
"62","4",9,10.4571699667722,11.2071699667722,61.1030875384192,-1.197000734894,"0",0,104.634496276614,0,3
"62","5",12,10.4571699667722,11.4571699667722,61.1030875384192,-1.197000734894,"0",0,95.3025526116068,3,4
"62","6",18,10.4571699667722,11.9571699667722,61.1030875384192,-1.197000734894,"0",0,117.947782871199,9,6
"63","1",0,8.6817068643868,8.6817068643868,104.90199957008,1.54737222568518,"0",0,101.723344793897,-9,0
"63","2",3,8.6817068643868,8.9317068643868,104.90199957008,1.54737222568518,"0",0,99.8819933182205,-6,1
"63","3",6,8.6817068643868,9.1817068643868,104.90199957008,1.54737222568518,"0",0,102.481240291888,-3,2
"63","4",9,8.6817068643868,9.4317068643868,104.90199957008,1.54737222568518,"0",0,96.8026423568859,0,3
"63","5",12,8.6817068643868,9.6817068643868,104.90199957008,1.54737222568518,"0",0,105.928678625569,3,4
"63","6",18,8.6817068643868,10.1817068643868,104.90199957008,1.54737222568518,"0",0,116.084337965489,9,6
"64","1",0,8.43496897164732,8.43496897164732,109.827270877549,2.85091893315305,"0",0,103.837774060844,-9,0
"64","2",3,8.43496897164732,8.68496897164732,109.827270877549,2.85091893315305,"0",0,97.0864963403491,-6,1
"64","3",6,8.43496897164732,8.93496897164732,109.827270877549,2.85091893315305,"0",0,105.040729290851,-3,2
"64","4",9,8.43496897164732,9.18496897164732,109.827270877549,2.85091893315305,"0",0,97.7083179115652,0,3
"64","5",12,8.43496897164732,9.43496897164732,109.827270877549,2.85091893315305,"0",0,103.540179553666,3,4
"64","6",18,8.43496897164732,9.93496897164732,109.827270877549,2.85091893315305,"0",0,106.073778772956,9,6
"65","1",0,11.0131231201813,11.0131231201813,65.6054285427899,-1.20720685006434,"1",0,77.6889177761883,-9,0
"65","2",3,11.0131231201813,11.2631231201813,65.6054285427899,-1.20720685006434,"1",1,87.4504942543397,-6,1
"65","3",6,11.0131231201813,11.5131231201813,65.6054285427899,-1.20720685006434,"1",1,107.988155559902,-3,2
"65","4",9,11.0131231201813,11.7631231201813,65.6054285427899,-1.20720685006434,"1",1,91.8676354823456,0,3
"65","5",12,11.0131231201813,12.0131231201813,65.6054285427899,-1.20720685006434,"1",1,116.083072467019,3,4
"65","6",18,11.0131231201813,12.5131231201813,65.6054285427899,-1.20720685006434,"1",1,113.386250618441,9,6
"66","1",0,10.7673144731671,10.7673144731671,124.118220789061,1.65037247931134,"0",0,96.3148216174373,-9,0
"66","2",3,10.7673144731671,11.0173144731671,124.118220789061,1.65037247931134,"0",0,104.887411771211,-6,1
"67","1",0,11.1070512244478,11.1070512244478,112.170437465628,-0.864613582286798,"1",0,75.0435584245045,-9,0
"67","2",3,11.1070512244478,11.3570512244478,112.170437465628,-0.864613582286798,"1",1,98.2523085501981,-6,1
"67","3",6,11.1070512244478,11.6070512244478,112.170437465628,-0.864613582286798,"1",1,98.7868738953769,-3,2
"67","4",9,11.1070512244478,11.8570512244478,112.170437465628,-0.864613582286798,"1",1,122.417820220083,0,3
"67","5",12,11.1070512244478,12.1070512244478,112.170437465628,-0.864613582286798,"1",1,102.183054990519,3,4
"67","6",18,11.1070512244478,12.6070512244478,112.170437465628,-0.864613582286798,"1",1,120.174712900179,9,6
"68","1",0,11.9067147169262,11.9067147169262,110.019521118372,-0.0131677029521626,"1",0,88.8381577172515,-9,0
"68","2",3,11.9067147169262,12.1567147169262,110.019521118372,-0.0131677029521626,"1",1,102.000138557066,-6,1
"68","3",6,11.9067147169262,12.4067147169262,110.019521118372,-0.0131677029521626,"1",1,83.3985244278978,-3,2
"68","4",9,11.9067147169262,12.6567147169262,110.019521118372,-0.0131677029521626,"1",1,110.492521811862,0,3
"68","5",12,11.9067147169262,12.9067147169262,110.019521118372,-0.0131677029521626,"1",1,101.314492807699,3,4
"68","6",18,11.9067147169262,13.4067147169262,110.019521118372,-0.0131677029521626,"1",1,109.01648498148,9,6
"69","1",0,10.0794035149738,10.0794035149738,109.919516320731,-0.332906389068029,"1",0,94.5292105891616,-9,0
"69","2",3,10.0794035149738,10.3294035149738,109.919516320731,-0.332906389068029,"1",1,91.279482999472,-6,1
"69","3",6,10.0794035149738,10.5794035149738,109.919516320731,-0.332906389068029,"1",1,97.7756376433824,-3,2
"69","4",9,10.0794035149738,10.8294035149738,109.919516320731,-0.332906389068029,"1",1,91.4261902970932,0,3
"69","5",12,10.0794035149738,11.0794035149738,109.919516320731,-0.332906389068029,"1",1,100.247059323316,3,4
"69","6",18,10.0794035149738,11.5794035149738,109.919516320731,-0.332906389068029,"1",1,119.630913800551,9,6
"70","1",0,8.38348872307688,8.38348872307688,117.820824731557,-0.509764511767954,"1",0,101.808538313709,-9,0
"70","2",3,8.38348872307688,8.63348872307688,117.820824731557,-0.509764511767954,"1",1,111.586783571162,-6,1
"70","3",6,8.38348872307688,8.88348872307688,117.820824731557,-0.509764511767954,"1",1,114.79494391734,-3,2
"70","4",9,8.38348872307688,9.13348872307688,117.820824731557,-0.509764511767954,"1",1,121.611200153021,0,3
"70","5",12,8.38348872307688,9.38348872307688,117.820824731557,-0.509764511767954,"1",1,125.458363089704,3,4
"70","6",18,8.38348872307688,9.88348872307688,117.820824731557,-0.509764511767954,"1",1,120.538879360581,9,6
"71","1",0,9.04355642106384,9.04355642106384,86.7186541030881,-1.50874877414163,"1",0,86.3902806821654,-9,0
"71","2",3,9.04355642106384,9.29355642106384,86.7186541030881,-1.50874877414163,"1",1,94.1073989491963,-6,1
"71","3",6,9.04355642106384,9.54355642106384,86.7186541030881,-1.50874877414163,"1",1,93.8387153163054,-3,2
"71","4",9,9.04355642106384,9.79355642106384,86.7186541030881,-1.50874877414163,"1",1,95.0190652641712,0,3
"71","5",12,9.04355642106384,10.0435564210638,86.7186541030881,-1.50874877414163,"1",1,118.023733574678,3,4
"71","6",18,9.04355642106384,10.5435564210638,86.7186541030881,-1.50874877414163,"1",1,106.261525815456,9,6
"72","1",0,11.4692302430049,11.4692302430049,139.35242750228,0.229628914346807,"1",0,95.819610704347,-9,0
"72","2",3,11.4692302430049,11.7192302430049,139.35242750228,0.229628914346807,"1",1,119.454591335734,-6,1
"72","3",6,11.4692302430049,11.9692302430049,139.35242750228,0.229628914346807,"1",1,110.277127066404,-3,2
"72","4",9,11.4692302430049,12.2192302430049,139.35242750228,0.229628914346807,"1",1,101.398774818496,0,3
"72","5",12,11.4692302430049,12.4692302430049,139.35242750228,0.229628914346807,"1",1,116.053706805401,3,4
"72","6",18,11.4692302430049,12.9692302430049,139.35242750228,0.229628914346807,"1",1,114.005377505814,9,6
"73","1",0,11.600648490712,11.600648490712,82.7475484351755,-1.51708307527171,"0",0,86.1543064976375,-9,0
"73","2",3,11.600648490712,11.850648490712,82.7475484351755,-1.51708307527171,"0",0,94.6145416690674,-6,1
"73","3",6,11.600648490712,12.100648490712,82.7475484351755,-1.51708307527171,"0",0,94.9754138768592,-3,2
"73","4",9,11.600648490712,12.350648490712,82.7475484351755,-1.51708307527171,"0",0,96.3542843167727,0,3
"74","1",0,8.23855201620609,8.23855201620609,118.999167320585,0.934359995365983,"0",0,121.151405111212,-9,0
"74","2",3,8.23855201620609,8.48855201620609,118.999167320585,0.934359995365983,"0",0,124.296973666748,-6,1
"74","3",6,8.23855201620609,8.73855201620609,118.999167320585,0.934359995365983,"0",0,121.418752244923,-3,2
"74","4",9,8.23855201620609,8.98855201620609,118.999167320585,0.934359995365983,"0",0,123.662804700088,0,3
"74","5",12,8.23855201620609,9.23855201620609,118.999167320585,0.934359995365983,"0",0,133.761050577514,3,4
"74","6",18,8.23855201620609,9.73855201620609,118.999167320585,0.934359995365983,"0",0,143.644545122762,9,6
"75","1",0,10.3948470316827,10.3948470316827,106.03735165886,0.664555447289484,"1",0,106.578819955692,-9,0
"75","2",3,10.3948470316827,10.6448470316827,106.03735165886,0.664555447289484,"1",1,121.269225875929,-6,1
"75","3",6,10.3948470316827,10.8948470316827,106.03735165886,0.664555447289484,"1",1,129.634334585931,-3,2
"75","4",9,10.3948470316827,11.1448470316827,106.03735165886,0.664555447289484,"1",1,128.808196710995,0,3
"75","5",12,10.3948470316827,11.3948470316827,106.03735165886,0.664555447289484,"1",1,130.547814410615,3,4
"75","6",18,10.3948470316827,11.8948470316827,106.03735165886,0.664555447289484,"1",1,112.325492986056,9,6
"76","1",0,10.769995897077,10.769995897077,102.685343125314,-0.539390825053753,"0",0,70.8825151781474,-9,0
"76","2",3,10.769995897077,11.019995897077,102.685343125314,-0.539390825053753,"0",0,83.2811428057299,-6,1
"76","3",6,10.769995897077,11.269995897077,102.685343125314,-0.539390825053753,"0",0,71.1456539650821,-3,2
"76","4",9,10.769995897077,11.519995897077,102.685343125314,-0.539390825053753,"0",0,85.7837014057063,0,3
"76","5",12,10.769995897077,11.769995897077,102.685343125314,-0.539390825053753,"0",0,80.0642947117368,3,4
"76","6",18,10.769995897077,12.269995897077,102.685343125314,-0.539390825053753,"0",0,70.6474267325851,9,6
"77","1",0,8.11116974893957,8.11116974893957,119.581575132116,1.79532387144079,"0",0,133.291763802413,-9,0
"77","2",3,8.11116974893957,8.36116974893957,119.581575132116,1.79532387144079,"0",0,129.984845775847,-6,1
"77","3",6,8.11116974893957,8.61116974893957,119.581575132116,1.79532387144079,"0",0,115.990636737946,-3,2
"77","4",9,8.11116974893957,8.86116974893957,119.581575132116,1.79532387144079,"0",0,128.948184310914,0,3
"77","5",12,8.11116974893957,9.11116974893957,119.581575132116,1.79532387144079,"0",0,137.45600854921,3,4
"77","6",18,8.11116974893957,9.61116974893957,119.581575132116,1.79532387144079,"0",0,121.798257708897,9,6
"78","1",0,8.93548015970737,8.93548015970737,123.882559543285,-0.996381639313001,"0",0,105.628931919421,-9,0
"78","2",3,8.93548015970737,9.18548015970737,123.882559543285,-0.996381639313001,"0",0,111.78275665418,-6,1
"78","3",6,8.93548015970737,9.43548015970737,123.882559543285,-0.996381639313001,"0",0,99.4693806839675,-3,2
"78","4",9,8.93548015970737,9.68548015970737,123.882559543285,-0.996381639313001,"0",0,100.227639563596,0,3
"79","1",0,11.8938977541402,11.8938977541402,99.7062961596206,0.594260864047984,"1",0,74.9590946273115,-9,0
"79","2",3,11.8938977541402,12.1438977541402,99.7062961596206,0.594260864047984,"1",1,101.552236750238,-6,1
"79","3",6,11.8938977541402,12.3938977541402,99.7062961596206,0.594260864047984,"1",1,122.304235796378,-3,2
"79","4",9,11.8938977541402,12.6438977541402,99.7062961596206,0.594260864047984,"1",1,125.580329507116,0,3
"79","5",12,11.8938977541402,12.8938977541402,99.7062961596206,0.594260864047984,"1",1,134.466382815963,3,4
"79","6",18,11.8938977541402,13.3938977541402,99.7062961596206,0.594260864047984,"1",1,117.832180216934,9,6
"80","1",0,10.0073985718191,10.0073985718191,113.733878699904,1.04850651742624,"1",0,89.7787857271527,-9,0
"80","2",3,10.0073985718191,10.2573985718191,113.733878699904,1.04850651742624,"1",1,111.531137867409,-6,1
"80","3",6,10.0073985718191,10.5073985718191,113.733878699904,1.04850651742624,"1",1,125.617564064433,-3,2
"80","4",9,10.0073985718191,10.7573985718191,113.733878699904,1.04850651742624,"1",1,127.40410350382,0,3
"80","5",12,10.0073985718191,11.0073985718191,113.733878699904,1.04850651742624,"1",1,107.550440413744,3,4
"80","6",18,10.0073985718191,11.5073985718191,113.733878699904,1.04850651742624,"1",1,131.369501755319,9,6
"81","1",0,10.7996128704399,10.7996128704399,118.324509555579,0.626240690387105,"1",0,96.3158200010512,-9,0
"82","1",0,11.2036848897114,11.2036848897114,87.2812866013218,0.798584512223446,"0",0,104.097726656862,-9,0
"82","2",3,11.2036848897114,11.4536848897114,87.2812866013218,0.798584512223446,"0",0,107.53069856851,-6,1
"82","3",6,11.2036848897114,11.7036848897114,87.2812866013218,0.798584512223446,"0",0,98.3914647754024,-3,2
"82","4",9,11.2036848897114,11.9536848897114,87.2812866013218,0.798584512223446,"0",0,85.5518660486206,0,3
"82","5",12,11.2036848897114,12.2036848897114,87.2812866013218,0.798584512223446,"0",0,84.8783688125922,3,4
"82","6",18,11.2036848897114,12.7036848897114,87.2812866013218,0.798584512223446,"0",0,111.168983981327,9,6
"83","1",0,9.93334480188787,9.93334480188787,110.461035977366,0.763674205907274,"0",0,91.3406705092381,-9,0
"83","2",3,9.93334480188787,10.1833448018879,110.461035977366,0.763674205907274,"0",0,101.506266937145,-6,1
"83","3",6,9.93334480188787,10.4333448018879,110.461035977366,0.763674205907274,"0",0,93.9424291785098,-3,2
"83","4",9,9.93334480188787,10.6833448018879,110.461035977366,0.763674205907274,"0",0,92.2936444974978,0,3
"83","5",12,9.93334480188787,10.9333448018879,110.461035977366,0.763674205907274,"0",0,103.859954890552,3,4
"83","6",18,9.93334480188787,11.4333448018879,110.461035977366,0.763674205907274,"0",0,100.327293225184,9,6
"84","1",0,11.384591598995,11.384591598995,98.0469675322185,1.62015874435582,"0",0,104.010284522886,-9,0
"84","2",3,11.384591598995,11.634591598995,98.0469675322185,1.62015874435582,"0",0,99.0495508436712,-6,1
"84","3",6,11.384591598995,11.884591598995,98.0469675322185,1.62015874435582,"0",0,101.942994535687,-3,2
"84","4",9,11.384591598995,12.134591598995,98.0469675322185,1.62015874435582,"0",0,115.920438676714,0,3
"84","5",12,11.384591598995,12.384591598995,98.0469675322185,1.62015874435582,"0",0,118.561506561723,3,4
"84","6",18,11.384591598995,12.884591598995,98.0469675322185,1.62015874435582,"0",0,112.730803185897,9,6
"85","1",0,8.83337483368814,8.83337483368814,88.6579177638723,-0.00827394562861083,"0",0,104.410205167421,-9,0
"85","2",3,8.83337483368814,9.08337483368814,88.6579177638723,-0.00827394562861083,"0",0,103.182261157297,-6,1
"85","3",6,8.83337483368814,9.33337483368814,88.6579177638723,-0.00827394562861083,"0",0,107.400822828176,-3,2
"85","4",9,8.83337483368814,9.58337483368814,88.6579177638723,-0.00827394562861083,"0",0,111.325042740153,0,3
"85","5",12,8.83337483368814,9.83337483368814,88.6579177638723,-0.00827394562861083,"0",0,120.061917896814,3,4
"85","6",18,8.83337483368814,10.3333748336881,88.6579177638723,-0.00827394562861083,"0",0,107.405752164158,9,6
"86","1",0,11.7240300970152,11.7240300970152,101.216223080701,-0.448214795538841,"0",0,104.880845788441,-9,0
"86","2",3,11.7240300970152,11.9740300970152,101.216223080701,-0.448214795538841,"0",0,105.428017919813,-6,1
"86","3",6,11.7240300970152,12.2240300970152,101.216223080701,-0.448214795538841,"0",0,90.9991688849182,-3,2
"86","4",9,11.7240300970152,12.4740300970152,101.216223080701,-0.448214795538841,"0",0,99.3418037090219,0,3
"86","5",12,11.7240300970152,12.7240300970152,101.216223080701,-0.448214795538841,"0",0,108.31889134729,3,4
"86","6",18,11.7240300970152,13.2240300970152,101.216223080701,-0.448214795538841,"0",0,104.624462734944,9,6
"87","1",0,11.2765124272555,11.2765124272555,106.03851168323,-1.09059921239147,"1",0,89.5344865599854,-9,0
"87","2",3,11.2765124272555,11.5265124272555,106.03851168323,-1.09059921239147,"1",1,104.196950697363,-6,1
"87","3",6,11.2765124272555,11.7765124272555,106.03851168323,-1.09059921239147,"1",1,91.7332374000711,-3,2
"87","4",9,11.2765124272555,12.0265124272555,106.03851168323,-1.09059921239147,"1",1,88.8485541041594,0,3
"87","5",12,11.2765124272555,12.2765124272555,106.03851168323,-1.09059921239147,"1",1,91.9295297857128,3,4
"87","6",18,11.2765124272555,12.7765124272555,106.03851168323,-1.09059921239147,"1",1,72.0068821050673,9,6
"88","1",0,8.76002584490925,8.76002584490925,114.327768832951,-1.31749547003238,"1",0,97.8992270889838,-9,0
"88","2",3,8.76002584490925,9.01002584490925,114.327768832951,-1.31749547003238,"1",1,115.4161720367,-6,1
"88","3",6,8.76002584490925,9.26002584490925,114.327768832951,-1.31749547003238,"1",1,129.374106928961,-3,2
"88","4",9,8.76002584490925,9.51002584490925,114.327768832951,-1.31749547003238,"1",1,121.664772648813,0,3
"88","5",12,8.76002584490925,9.76002584490925,114.327768832951,-1.31749547003238,"1",1,121.858816567105,3,4
"88","6",18,8.76002584490925,10.2600258449093,114.327768832951,-1.31749547003238,"1",1,116.026348607124,9,6
"89","1",0,9.18514216225594,9.18514216225594,106.993378680998,-2.06658132516899,"0",0,89.6448310170273,-9,0
"89","2",3,9.18514216225594,9.43514216225594,106.993378680998,-2.06658132516899,"0",0,87.1051896279567,-6,1
"89","3",6,9.18514216225594,9.68514216225594,106.993378680998,-2.06658132516899,"0",0,90.3453455359355,-3,2
"89","4",9,9.18514216225594,9.93514216225594,106.993378680998,-2.06658132516899,"0",0,87.3921133610716,0,3
"89","5",12,9.18514216225594,10.1851421622559,106.993378680998,-2.06658132516899,"0",0,106.362622673673,3,4
"89","6",18,9.18514216225594,10.6851421622559,106.993378680998,-2.06658132516899,"0",0,104.014829327234,9,6
"90","1",0,11.3542439946905,11.3542439946905,112.037491036295,-0.728716530969446,"1",0,86.9104138958606,-9,0
"90","2",3,11.3542439946905,11.6042439946905,112.037491036295,-0.728716530969446,"1",1,118.983234218642,-6,1
"90","3",6,11.3542439946905,11.8542439946905,112.037491036295,-0.728716530969446,"1",1,100.745770291729,-3,2
"90","4",9,11.3542439946905,12.1042439946905,112.037491036295,-0.728716530969446,"1",1,106.507472875813,0,3
"90","5",12,11.3542439946905,12.3542439946905,112.037491036295,-0.728716530969446,"1",1,124.753329473489,3,4
"90","6",18,11.3542439946905,12.8542439946905,112.037491036295,-0.728716530969446,"1",1,116.477998216507,9,6
"91","1",0,9.69810128118843,9.69810128118843,102.327895373858,1.49903836079639,"1",0,100.959312893574,-9,0
"91","2",3,9.69810128118843,9.94810128118843,102.327895373858,1.49903836079639,"1",1,112.926249224946,-6,1
"92","1",0,10.5928102880716,10.5928102880716,102.836223976649,0.234916925467372,"1",0,92.0645354018682,-9,0
"92","2",3,10.5928102880716,10.8428102880716,102.836223976649,0.234916925467372,"1",1,113.889296019814,-6,1
"92","3",6,10.5928102880716,11.0928102880716,102.836223976649,0.234916925467372,"1",1,90.7317095007425,-3,2
"92","4",9,10.5928102880716,11.3428102880716,102.836223976649,0.234916925467372,"1",1,94.5541710651342,0,3
"92","5",12,10.5928102880716,11.5928102880716,102.836223976649,0.234916925467372,"1",1,124.237131219086,3,4
"92","6",18,10.5928102880716,12.0928102880716,102.836223976649,0.234916925467372,"1",1,115.26443262518,9,6
"93","1",0,11.383921819739,11.383921819739,115.944677801067,0.620346526580243,"1",0,128.652779992756,-9,0
"93","2",3,11.383921819739,11.633921819739,115.944677801067,0.620346526580243,"1",1,134.390489277626,-6,1
"93","3",6,11.383921819739,11.883921819739,115.944677801067,0.620346526580243,"1",1,131.736581879773,-3,2
"93","4",9,11.383921819739,12.133921819739,115.944677801067,0.620346526580243,"1",1,141.227213109847,0,3
"93","5",12,11.383921819739,12.383921819739,115.944677801067,0.620346526580243,"1",1,148.87313713969,3,4
"93","6",18,11.383921819739,12.883921819739,115.944677801067,0.620346526580243,"1",1,165.344826662995,9,6
"94","1",0,10.5430918186903,10.5430918186903,125.184571332606,-0.677468906466246,"0",0,99.0760432583898,-9,0
"94","2",3,10.5430918186903,10.7930918186903,125.184571332606,-0.677468906466246,"0",0,110.05445621123,-6,1
"94","3",6,10.5430918186903,11.0430918186903,125.184571332606,-0.677468906466246,"0",0,101.908606074698,-3,2
"94","4",9,10.5430918186903,11.2930918186903,125.184571332606,-0.677468906466246,"0",0,114.569267542008,0,3
"95","1",0,10.4282547822222,10.4282547822222,113.537460674084,-1.00885886110328,"1",0,93.8599271465087,-9,0
"95","2",3,10.4282547822222,10.6782547822222,113.537460674084,-1.00885886110328,"1",1,86.5431754342533,-6,1
"95","3",6,10.4282547822222,10.9282547822222,113.537460674084,-1.00885886110328,"1",1,93.5173969497591,-3,2
"95","4",9,10.4282547822222,11.1782547822222,113.537460674084,-1.00885886110328,"1",1,113.865576132294,0,3
